Gene,sample1,sample2,sampleN
E2F7,0,1,0
E2F8,0,0,0
E4F1,3,3,1
EAF1,11,10,7
EAF2,1,0,0
EAPP,20,27,21
EARS2,1,1,1
EBAG9,5,4,5
EBF1,0,0,0
EBF2,0,1,0
EBF3,0,0,0
EBF4,0,0,0
EBI3,5,5,1
EBLN1,0,0,0
EBLN2,61,129,85
EBNA1BP2,46,42,35
EBP,98,54,86
EBPL,6,3,6
ECD,3,3,3
ECE1,3,2,2
ECE2,2,2,4
ECEL1,0,5,0
ECH1,47,29,35
ECHDC1,2,2,2
ECHDC2,3,2,3
ECHDC3,0,0,2
ECHS1,190,131,125
ECI1,30,29,44
ECI2,11,6,11
ECM1,14,19,7
ECM2,0,0,0
ECPAS,2,2,1
ECSCR,2,5,1
ECSIT,3,3,4
ECT2,0,0,0
ECT2L,0,0,0
EDA,0,0,0
EDA2R,0,0,0
EDAR,0,0,0
EDARADD,0,1,0
EDC3,0,0,0
EDC4,0,0,0
EDDM13,0,0,0
EDDM3B,0,0,0
EDEM1,3,2,2
EDEM2,9,7,5
EDEM3,6,7,3
EDF1,123,106,132
EDIL3,1,1,0
EDN1,31,10,30
EDN2,1,0,6
EDN3,0,1,0
EDNRA,0,1,0
EDNRB,0,1,1
EDRF1,1,1,1
EEA1,6,10,4
EED,2,2,1
EEF1A1,35,39,56
EEF1A2,32,53,12
EEF1AKMT1,1,1,0
EEF1AKMT2,3,3,4
EEF1AKMT3,6,5,6
EEF1B2,64,37,69
EEF1D,4,3,3
EEF1E1,13,4,9
EEF2,2039,1798,2138
EEF2K,3,4,2
EEF2KMT,0,0,0
EEFSEC,0,0,0
EEPD1,5,2,2
EFCAB10,0,0,0
EFCAB11,0,0,0
EFCAB12,1,0,0
EFCAB13,0,0,1
EFCAB14,51,56,37
EFCAB2,0,0,0
EFCAB5,0,0,0
EFCAB6,0,0,0
EFCAB7,0,0,0
EFCAB8,0,0,0
EFCC1,0,0,0
EFEMP1,2,9,5
EFEMP2,36,67,31
EFHB,0,0,0
EFHC1,2,3,2
EFHC2,0,0,0
EFHD1,0,1,0
EFHD2,42,45,17
EFL1,1,0,0
EFNA1,259,88,136
EFNA3,1,0,3
EFNA4,18,4,9
EFNA5,2,0,1
EFNB1,99,116,60
EFNB2,8,6,4
EFNB3,0,0,0
EFR3A,1,2,1
EFR3B,0,0,0
EFS,1,2,2
EFTUD2,4,3,2
EGF,0,0,0
EGFL6,0,0,0
EGFL7,0,4,0
EGFL8,1,0,1
EGFLAM,0,0,0
EGFR,1,1,1
EGLN1,3,6,3
EGLN2,45,32,25
EGLN3,36,12,28
EGR1,3518,4674,4302
EGR2,33,69,13
EGR3,105,65,44
EGR4,31,0,8
EHBP1,0,0,0
EHBP1L1,8,9,6
EHD1,28,16,10
EHD2,34,61,21
EHD3,1,6,0
EHD4,7,6,4
EHF,1,0,1
EHHADH,1,1,1
EHMT1,0,0,0
EHMT2,0,0,0
EI24,23,15,19
EID1,2000,2764,1688
EID2,161,199,150
EID2B,29,53,42
EID3,22,31,6
EIF1,2866,2973,2142
EIF1AD,5,3,3
EIF1AX,115,105,85
EIF1AY,28,21,11
EIF1B,306,420,320
EIF2A,6,4,4
EIF2AK1,13,10,9
EIF2AK2,4,5,5
EIF2AK3,3,2,1
EIF2AK4,5,6,5
EIF2B1,26,62,28
EIF2B2,17,23,23
EIF2B3,0,0,0
EIF2B4,17,11,15
EIF2B5,25,26,19
EIF2D,2,3,2
EIF2S1,44,36,23
EIF2S2,34,28,20
EIF2S3,106,97,75
EIF2S3B,0,0,0
EIF3A,112,128,94
EIF3B,6,4,3
EIF3C,0,0,0
EIF3CL,0,0,0
EIF3D,51,31,34
EIF3E,66,50,51
EIF3F,16,17,38
EIF3G,404,322,338
EIF3H,3,3,2
EIF3I,78,56,48
EIF3J,43,35,34
EIF3K,28,35,20
EIF3L,0,0,0
EIF3M,28,20,26
EIF4A1,63,37,29
EIF4A2,1293,985,1059
EIF4A3,28,26,25
EIF4B,3,2,3
EIF4E,5,6,4
EIF4E1B,0,0,0
EIF4E2,12,12,8
EIF4E3,1,1,1
EIF4EBP1,4,3,5
EIF4EBP2,58,67,48
EIF4ENIF1,1,1,1
EIF4G1,34,23,22
EIF4G2,290,355,210
EIF4G3,0,0,0
EIF4H,2,0,2
EIF5,86,91,90
EIF5A,11,17,12
EIF5A2,20,12,8
EIF5AL1,1,0,0
EIF5B,124,122,74
EIF6,23,25,15
EIPR1,0,0,0
ELAC1,5,5,5
ELAC2,4,6,4
ELANE,1,0,0
ELAVL1,9,8,7
ELAVL2,0,0,0
ELAVL3,0,0,0
ELAVL4,0,0,0
ELF1,1,1,1
ELF2,0,0,0
ELF3,532,399,459
ELF4,2,2,1
ELF5,0,0,0
ELFN1,0,0,0
ELFN2,0,0,0
ELK1,11,9,7
ELK3,3,9,2
ELK4,40,45,28
ELL,1,2,1
ELL2,2,3,3
ELL3,0,0,0
ELMO1,0,0,0
ELMO2,2,2,2
ELMO3,38,21,24
ELMOD1,0,0,0
ELMOD2,2,2,2
ELMOD3,0,0,0
ELN,0,1,0
ELOA,49,29,39
ELOA2,0,0,0
ELOB,151,187,80
ELOC,3,3,1
ELOF1,34,22,25
ELOVL1,57,42,28
ELOVL2,1,0,1
ELOVL3,0,0,1
ELOVL4,0,0,0
ELOVL5,3,3,1
ELOVL6,0,0,0
ELOVL7,1,1,0
ELP1,1,2,1
ELP2,1,1,1
ELP3,0,0,0
ELP4,0,0,0
ELP5,2,4,3
ELP6,1,1,1
EMB,3,5,2
EMC1,4,3,2
EMC10,81,134,69
EMC2,10,5,5
EMC3,7,6,6
EMC4,58,60,51
EMC6,364,440,298
EMC7,50,102,53
EMC8,7,7,3
EMC9,4,3,2
EMCN,0,1,0
EMD,589,422,424
EME1,0,0,0
EME2,8,33,26
EMG1,21,18,9
EMID1,0,0,0
EMILIN1,49,236,43
EMILIN2,2,3,0
EMILIN3,0,0,0
EML1,0,0,0
EML2,2,2,2
EML3,3,5,3
EML4,1,1,1
EML6,0,0,0
EMP1,591,399,261
EMP2,27,30,12
EMP3,10,35,4
EMSY,0,0,0
EMX1,0,0,0
EMX2,0,0,0
EN1,0,0,6
EN2,1,0,0
ENAH,0,0,0
ENAM,7,2,5
ENC1,34,40,21
ENDOD1,19,17,10
ENDOG,102,66,81
ENDOU,0,0,0
ENDOV,0,0,0
ENG,11,23,5
ENGASE,1,1,1
ENHO,15,5,32
ENKD1,21,3,37
ENKUR,1,0,0
ENO1,91,53,61
ENO2,30,17,20
ENO3,0,1,1
ENO4,0,0,0
ENOPH1,14,16,7
ENOSF1,0,0,1
ENOX1,0,0,0
ENOX2,0,0,0
ENPEP,0,0,0
ENPP1,2,13,4
ENPP2,0,1,0
ENPP3,0,0,0
ENPP4,57,47,38
ENPP5,4,6,4
ENPP6,0,0,0
ENPP7,0,0,1
ENSA,65,36,35
ENTHD1,0,0,0
ENTPD1,0,0,0
ENTPD2,15,8,7
ENTPD3,3,1,2
ENTPD4,12,11,6
ENTPD5,0,0,0
ENTPD6,1,0,1
ENTPD7,1,1,0
ENTPD8,22,19,9
ENTR1,7,3,5
ENY2,34,52,23
EOGT,1,1,0
EOMES,2,3,1
EP300,14,16,11
EP400,5,8,3
EPAS1,11,15,8
EPB41,0,0,0
EPB41L1,0,0,0
EPB41L2,0,1,0
EPB41L3,0,0,0
EPB41L4A,0,0,0
EPB41L4B,0,0,1
EPB41L5,0,0,0
EPB42,0,0,0
EPC1,1,1,1
EPC2,1,1,1
EPCAM,594,353,391
EPDR1,7,5,5
EPG5,0,0,0
EPGN,0,0,0
EPHA1,6,1,3
EPHA10,1,0,0
EPHA2,41,14,21
EPHA3,0,1,0
EPHA4,1,1,0
EPHA5,0,0,0
EPHA6,0,0,0
EPHA7,0,0,0
EPHA8,0,0,0
EPHB1,0,0,0
EPHB2,0,0,0
EPHB3,12,22,15
EPHB4,24,10,15
EPHB6,2,0,2
EPHX1,2,3,4
EPHX2,1,1,2
EPHX3,0,0,0
EPHX4,2,0,3
EPM2A,0,0,0
EPM2AIP1,78,114,140
EPN1,11,12,9
EPN2,1,3,2
EPN3,14,9,23
EPO,4,0,17
EPOP,11,7,9
EPOR,22,14,26
EPPIN,0,0,0
EPPK1,14,8,4
EPS15,1,2,1
EPS15L1,0,0,0
EPS8,2,1,1
EPS8L1,17,7,7
EPS8L2,36,26,31
EPS8L3,12,4,4
EPSTI1,0,0,0
EPX,1,0,0
EPYC,0,0,0
ERAL1,21,3,9
ERAP1,0,0,0
ERAP2,5,6,4
ERAS,4,0,0
ERBB2,2,1,1
ERBB3,30,15,27
ERBB4,0,0,0
ERBIN,1,1,1
ERC1,0,0,0
ERC2,0,0,0
ERCC1,2,2,2
ERCC2,4,1,2
ERCC3,3,3,3
ERCC4,2,3,2
ERCC5,0,0,0
ERCC6,2,1,1
ERCC6L,0,1,0
ERCC6L2,0,0,0
ERCC8,1,0,1
EREG,49,37,50
ERF,39,36,25
ERFE,0,0,2
ERG,0,0,0
ERG28,73,65,62
ERGIC1,5,4,3
ERGIC2,10,12,8
ERGIC3,75,63,64
ERH,111,150,100
ERI1,0,0,0
ERI2,2,4,5
ERI3,0,0,0
ERICH1,1,0,0
ERICH2,0,0,0
ERICH3,0,0,0
ERICH4,0,0,0
ERICH5,5,6,11
ERICH6,0,0,0
ERICH6B,0,0,0
ERLEC1,24,27,21
ERLIN1,1,1,0
ERLIN2,6,6,6
ERMAP,1,2,1
ERMARD,0,1,0
ERMN,0,2,0
ERMP1,2,1,1
ERN1,3,4,4
ERN2,12,5,5
ERO1A,6,4,3
ERO1B,3,31,31
ERP27,1,0,72
ERP29,190,302,190
ERP44,15,21,13
ERRFI1,237,109,292
ERV3-1,11,6,8
ERVFRD-1,0,0,0
ERVK3-1,27,9,18
ERVMER34-1,0,1,0
ERVV-1,4,0,0
ERVV-2,0,0,0
ERVW-1,0,0,0
ESAM,39,49,20
ESCO1,2,2,2
ESCO2,0,0,0
ESD,21,29,18
ESF1,5,7,5
ESM1,3,1,0
ESPL1,0,0,0
ESPN,0,0,0
ESPNL,0,0,0
ESR1,0,0,0
ESR2,0,0,0
ESRP1,3,1,2
ESRP2,6,7,5
ESRRA,7,7,7
ESRRB,0,0,0
ESRRG,0,0,0
ESS2,1,2,2
ESX1,0,0,0
ESYT1,28,58,15
ESYT2,3,4,2
ESYT3,0,0,0
ETAA1,3,1,4
ETF1,4,5,3
ETFA,4,5,3
ETFB,27,27,20
ETFBKMT,1,1,1
ETFDH,3,4,3
ETFRF1,7,6,8
ETHE1,3,4,3
ETNK1,16,8,9
ETNK2,0,1,1
ETNPPL,0,0,0
ETS1,2,2,1
ETS2,140,69,89
ETV1,0,1,0
ETV2,1,0,1
ETV3,11,7,4
ETV3L,0,0,1
ETV4,0,1,1
ETV5,7,6,8
ETV6,0,1,0
ETV7,1,1,1
EVA1A,0,2,1
EVA1B,107,199,68
EVA1C,0,0,0
EVC,0,0,0
EVC2,0,0,0
EVI2A,14,27,3
EVI2B,20,49,11
EVI5,0,0,0
EVI5L,1,0,1
EVL,1,2,1
EVPL,21,3,7
EVPLL,0,0,0
EVX1,3,0,0
EVX2,0,0,0
EWSR1,1,1,1
EXD2,0,1,0
EXD3,0,0,0
EXO1,0,0,0
EXO5,0,0,0
EXOC1,3,4,2
EXOC2,0,0,0
EXOC3,15,14,14
EXOC3L1,0,2,1
EXOC3L2,1,0,1
EXOC3L4,1,0,1
EXOC4,0,0,0
EXOC5,2,4,3
EXOC6,0,0,0
EXOC6B,0,0,0
EXOC7,5,3,6
EXOC8,90,67,54
EXOG,0,0,0
EXOSC1,1,3,4
EXOSC10,5,4,4
EXOSC2,2,3,3
EXOSC3,37,40,29
EXOSC4,6,16,9
EXOSC5,32,34,22
EXOSC6,167,124,121
EXOSC7,4,2,2
EXOSC8,74,78,33
EXOSC9,7,11,6
EXPH5,1,0,0
EXT1,3,5,2
EXT2,0,1,0
EXTL1,0,0,0
EXTL2,1,2,1
EXTL3,1,0,0
EYA1,0,0,0
EYA2,0,0,0
EYA3,0,0,0
EYA4,0,0,0
EYS,0,0,0
EZH1,1,2,1
EZH2,0,0,0
EZR,169,74,78
F10,0,4,2
F11,0,0,2
F11R,27,16,17
F12,3,1,8
F13A1,3,13,0
F2,0,0,0
F2R,45,86,15
F2RL1,167,89,83
F2RL2,6,35,4
F2RL3,5,25,28
F3,179,95,174
F5,26,13,16
F7,0,0,0
F8,0,0,1
F8A1,27,0,15
F9,0,0,0
FA2H,5,2,2
FAAH,8,1,12
FAAH2,0,0,0
FAAP100,5,5,3
FAAP20,2,2,2
FAAP24,4,1,1
FABP1,0,0,0
FABP12,0,0,0
FABP2,1,0,0
FABP3,1,6,1
FABP4,7,109,27
FABP5,55,73,2
FABP6,1,0,0
FABP7,0,0,0
FADD,123,111,98
FADS1,3,8,4
FADS2,1,1,1
FADS3,6,13,4
FAF1,0,0,0
FAF2,11,8,8
FAH,3,2,1
FAHD1,8,11,7
FAHD2A,1,1,1
FAHD2B,0,0,0
FAIM,4,6,6
FAIM2,0,0,0
FAM102A,112,56,42
FAM102B,7,10,3
FAM104A,2,1,2
FAM104B,1,1,1
FAM107A,1,3,2
FAM107B,1,1,1
FAM110A,1,0,1
FAM110B,0,0,0
FAM110C,11,2,32
FAM110D,0,0,9
FAM111A,2,2,2
FAM111B,1,1,1
FAM114A1,3,2,2
FAM114A2,0,1,0
FAM117A,1,1,1
FAM117B,1,1,1
FAM118A,1,0,0
FAM118B,2,2,1
FAM120A,2,1,1
FAM120AOS,17,15,10
FAM120B,0,0,0
FAM120C,0,0,1
FAM124A,0,0,0
FAM124B,0,0,0
FAM126A,0,2,0
FAM126B,0,0,0
FAM131A,8,10,7
FAM131B,0,0,0
FAM131C,1,1,0
FAM133A,0,0,0
FAM133B,4,6,3
FAM135A,0,0,0
FAM135B,0,0,0
FAM136A,20,13,12
FAM13A,0,0,0
FAM13B,0,0,0
FAM13C,0,0,0
FAM149A,2,2,3
FAM149B1,0,1,1
FAM151A,0,0,0
FAM151B,0,0,0
FAM153A,0,0,0
FAM153B,3,0,1
FAM156A,0,0,0
FAM161A,1,1,1
FAM161B,1,3,1
FAM162A,41,20,41
FAM162B,1,0,0
FAM163A,0,0,0
FAM163B,0,0,0
FAM166A,0,0,0
FAM166B,1,0,1
FAM167A,0,0,0
FAM167B,5,6,39
FAM168A,0,1,0
FAM168B,2,2,1
FAM169A,0,0,0
FAM169B,0,0,0
FAM170A,0,0,0
FAM170B,0,0,0
FAM171A1,1,0,1
FAM171A2,1,5,1
FAM171B,1,0,1
FAM172A,0,0,0
FAM174A,4,3,4
FAM174B,9,9,13
FAM177A1,33,19,18
FAM177B,1,2,0
FAM178B,0,0,0
FAM180A,2,5,1
FAM180B,0,0,0
FAM181A,0,0,0
FAM181B,16,2,2
FAM183A,0,0,0
FAM184A,0,1,0
FAM184B,0,0,0
FAM185A,0,0,0
FAM186A,0,0,0
FAM186B,0,0,0
FAM187B,0,0,0
FAM189A1,0,0,0
FAM189A2,0,0,0
FAM189B,3,6,4
FAM193A,0,0,0
FAM193B,1,0,1
FAM199X,7,7,6
FAM200A,3,3,3
FAM200B,2,2,2
FAM204A,3,5,3
FAM205A,0,0,0
FAM205C,0,0,0
FAM209A,0,0,0
FAM209B,0,0,5
FAM20A,0,1,0
FAM20B,1,3,1
FAM20C,3,4,1
FAM210A,3,2,2
FAM210B,286,321,164
FAM214A,0,0,0
FAM214B,2,2,0
FAM216A,0,2,1
FAM216B,0,0,0
FAM217A,0,0,0
FAM217B,4,7,6
FAM218A,9,0,7
FAM219A,1,2,1
FAM219B,2,1,2
FAM220A,5,6,5
FAM221A,2,1,2
FAM221B,0,0,0
FAM222A,1,0,0
FAM222B,0,0,0
FAM227A,0,0,0
FAM227B,0,0,0
FAM228A,2,0,2
FAM228B,0,0,1
FAM229A,115,104,112
FAM229B,3,1,3
FAM234A,1,1,1
FAM234B,0,3,1
FAM237A,0,0,0
FAM237B,1,0,0
FAM240A,0,0,0
FAM241A,9,10,4
FAM241B,8,16,12
FAM24A,0,0,0
FAM24B,0,0,1
FAM32A,357,312,212
FAM3A,3,3,2
FAM3B,7,7,11
FAM3C,6,5,3
FAM3D,2,0,1
FAM43A,106,46,70
FAM43B,0,11,7
FAM47A,0,0,0
FAM47B,0,0,0
FAM47C,0,0,0
FAM47E,0,0,1
FAM50A,189,179,103
FAM50B,4,7,9
FAM53A,0,0,0
FAM53B,1,3,2
FAM53C,6,9,8
FAM72A,0,0,0
FAM72D,0,0,0
FAM76A,2,2,2
FAM76B,2,2,3
FAM78A,0,0,0
FAM78B,0,0,0
FAM81A,0,0,0
FAM81B,0,0,0
FAM83A,1,1,0
FAM83B,0,0,0
FAM83C,0,0,0
FAM83D,0,2,1
FAM83E,2,0,0
FAM83F,4,4,7
FAM83G,6,5,3
FAM83H,88,41,55
FAM86B1,0,0,0
FAM89A,10,13,6
FAM89B,250,235,144
FAM8A1,53,99,47
FAM90A1,1,0,0
FAM91A1,10,13,4
FAM98A,25,31,15
FAM98B,24,26,16
FAM98C,24,26,30
FAM9A,0,0,0
FAM9B,0,0,0
FAM9C,0,0,0
FAN1,1,1,1
FANCA,0,0,0
FANCB,0,0,0
FANCC,0,0,0
FANCD2,1,0,0
FANCD2OS,0,0,0
FANCE,0,0,1
FANCF,43,94,100
FANCG,9,21,13
FANCI,0,0,0
FANCL,0,0,0
FANCM,0,0,0
FANK1,1,1,1
FAP,1,2,1
FAR1,6,7,5
FAR2,0,0,0
FARP1,0,0,0
FARP2,0,1,0
FARS2,0,0,0
FARSA,45,39,31
FARSB,3,2,2
FAS,0,1,1
FASLG,1,0,1
FASN,24,12,13
FASTK,23,21,21
FASTKD1,1,1,0
FASTKD2,6,5,4
FASTKD3,4,3,3
FASTKD5,17,31,13
FAT1,9,5,5
FAT2,0,0,0
FAT3,0,0,0
FAT4,0,0,0
FATE1,0,0,0
FAU,5032,4294,4042
FAXC,0,0,0
FAXDC2,0,1,1
FBF1,2,1,1
FBH1,1,1,1
FBL,46,49,43
FBLIM1,1,1,1
FBLL1,0,0,31
FBLN1,1,13,6
FBLN2,1,5,1
FBLN5,0,1,1
FBLN7,0,0,0
FBN1,5,14,2
FBN2,0,0,0
FBN3,0,0,0
FBP1,15,18,9
FBP2,4,1,1
FBRS,16,21,12
FBRSL1,0,0,0
FBXL12,9,4,5
FBXL13,0,0,0
FBXL14,0,0,0
FBXL15,38,20,69
FBXL16,1,12,3
FBXL17,0,0,0
FBXL18,1,1,0
FBXL19,5,3,3
FBXL2,0,0,0
FBXL20,0,1,1
FBXL22,2,1,0
FBXL3,16,23,12
FBXL4,1,1,1
FBXL5,1,1,1
FBXL6,1,0,0
FBXL7,0,0,0
FBXL8,3,24,0
FBXO10,0,0,0
FBXO11,1,1,1
FBXO15,0,0,0
FBXO16,0,1,0
FBXO17,0,1,0
FBXO2,53,82,73
FBXO21,5,4,9
FBXO22,5,8,7
FBXO24,0,0,0
FBXO25,1,0,1
FBXO27,0,0,1
FBXO28,5,7,2
FBXO3,4,7,6
FBXO30,5,6,3
FBXO31,2,3,2
FBXO32,8,18,2
FBXO33,14,13,9
FBXO34,0,0,0
FBXO36,0,0,0
FBXO38,1,1,0
FBXO39,0,1,0
FBXO4,1,0,1
FBXO40,0,0,0
FBXO41,1,1,1
FBXO42,1,0,1
FBXO43,0,2,0
FBXO44,0,1,1
FBXO45,19,12,19
FBXO46,5,2,4
FBXO47,0,0,0
FBXO48,2,0,4
FBXO5,3,1,2
FBXO6,4,2,2
FBXO7,20,15,13
FBXO8,9,10,4
FBXO9,6,8,6
FBXW10,0,0,0
FBXW11,0,1,0
FBXW12,0,0,0
FBXW2,2,2,1
FBXW4,2,2,2
FBXW5,46,42,45
FBXW7,0,1,0
FBXW8,0,0,0
FBXW9,5,2,8
FCAMR,0,0,0
FCAR,0,0,0
FCER1A,3,14,2
FCER1G,151,389,72
FCER2,0,0,0
FCF1,6,13,4
FCGBP,15,36,15
FCGR1A,2,1,0
FCGR2A,2,3,1
FCGR2B,0,2,0
FCGR3A,6,22,5
FCGR3B,1,2,2
FCGRT,16,20,10
FCHO1,0,0,0
FCHO2,1,1,0
FCHSD1,2,2,2
FCHSD2,0,0,0
FCMR,0,1,0
FCN1,23,93,5
FCN2,0,0,0
FCN3,0,0,0
FCRL1,0,0,0
FCRL2,0,0,0
FCRL3,0,0,0
FCRL4,0,0,0
FCRL5,0,0,0
FCRL6,0,0,0
FCRLA,0,0,0
FCRLB,0,0,0
FDCSP,1,5,0
FDFT1,4,2,3
FDPS,37,24,27
FDX1,12,17,10
FDX2,5,0,6
FDXACB1,14,3,4
FDXR,1,1,2
FECH,1,2,0
FEM1A,41,54,35
FEM1B,40,75,31
FEM1C,40,27,24
FEN1,54,109,26
FER,0,0,0
FER1L5,0,0,0
FER1L6,1,1,0
FERMT1,5,4,3
FERMT2,1,3,1
FERMT3,11,11,3
FES,1,1,1
FETUB,0,0,0
FEV,0,1,0
FEZ1,0,1,0
FEZ2,6,6,5
FEZF1,0,0,0
FEZF2,0,0,3
FFAR1,0,19,4
FFAR2,0,7,0
FFAR3,0,0,0
FFAR4,1,0,0
FGA,3,1,35
FGB,0,0,1
FGD1,1,7,2
FGD2,3,5,1
FGD3,0,0,0
FGD4,1,1,0
FGD5,1,1,0
FGD6,3,1,1
FGF1,0,0,0
FGF10,1,1,0
FGF11,0,0,0
FGF12,0,0,0
FGF13,0,0,0
FGF14,0,0,0
FGF16,0,0,0
FGF17,0,1,0
FGF18,2,0,1
FGF19,23,135,6
FGF2,2,4,2
FGF20,0,1,0
FGF21,0,0,0
FGF22,0,1,0
FGF23,0,1,0
FGF4,0,0,0
FGF5,0,0,0
FGF6,0,0,0
FGF7,0,3,1
FGF8,0,0,0
FGF9,1,1,1
FGFBP1,163,89,64
FGFBP2,0,0,0
FGFBP3,10,41,15
FGFR1,0,1,0
FGFR1OP2,12,19,11
FGFR2,0,0,0
FGFR3,1,0,9
FGFR4,11,9,17
FGFRL1,10,7,7
FGG,4,0,9
FGGY,0,0,0
FGL1,0,0,1
FGL2,121,319,97
FGR,11,38,2
FH,27,34,16
FHAD1,0,0,0
FHDC1,1,1,0
FHIT,0,0,0
FHL1,0,1,0
FHL2,7,6,4
FHL3,21,30,9
FHL5,0,0,0
FHOD1,1,1,1
FHOD3,0,0,0
FIBCD1,1,1,0
FIBIN,7,27,20
FIBP,51,61,30
FICD,47,32,38
FIG4,0,1,1
FIGN,0,0,0
FIGNL1,1,1,1
FIGNL2,0,0,0
FILIP1,0,0,0
FILIP1L,2,4,2
FIP1L1,0,0,0
FIS1,77,108,71
FITM1,5,2,3
FITM2,13,31,20
FIZ1,9,4,4
FJX1,43,90,71
FKBP10,12,6,3
FKBP11,5,1,6
FKBP14,7,15,4
FKBP15,4,5,4
FKBP1A,48,55,28
FKBP1B,0,0,1
FKBP1C,0,6,5
FKBP2,216,163,162
FKBP3,35,32,21
FKBP4,27,18,24
FKBP5,3,6,3
FKBP6,0,0,0
FKBP7,2,5,1
FKBP8,37,38,28
FKBP9,2,2,1
FKBPL,10,26,16
FKRP,1,1,1
FKTN,0,0,0
FLAD1,6,5,5
FLCN,1,2,1
FLG,1,0,0
FLG2,0,0,0
FLI1,0,0,0
FLII,12,16,8
FLNA,108,207,47
FLNB,5,4,3
FLNC,0,4,1
FLOT1,3,5,3
FLOT2,12,9,10
FLRT1,0,0,0
FLRT2,0,1,2
FLRT3,3,2,3
FLT1,0,1,0
FLT3,0,0,0
FLT3LG,0,0,0
FLT4,0,0,0
FLVCR1,2,1,2
FLVCR2,2,2,0
FLYWCH1,0,0,0
FLYWCH2,3,4,3
FMC1,27,31,29
FMN1,0,0,0
FMN2,0,0,0
FMNL1,2,3,0
FMNL2,0,0,0
FMNL3,1,1,0
FMO1,0,0,0
FMO2,1,3,1
FMO3,1,2,0
FMO4,0,0,0
FMO5,1,0,1
FMOD,29,34,32
FMR1,3,3,4
FMR1NB,0,0,0
FN1,4,16,1
FN3K,6,12,8
FN3KRP,27,29,15
FNBP1,0,0,0
FNBP1L,6,4,4
FNBP4,4,4,3
FNDC1,0,1,0
FNDC10,23,21,2
FNDC11,0,0,2
FNDC3A,2,2,1
FNDC3B,1,1,0
FNDC4,10,30,15
FNDC5,0,0,1
FNDC7,0,0,0
FNDC8,0,0,0
FNDC9,0,0,0
FNIP1,2,2,1
FNIP2,2,2,1
FNTA,18,17,15
FNTB,2,1,1
FOCAD,0,0,0
FOLH1,0,0,0
FOLR1,5,8,15
FOLR2,13,49,4
FOLR3,0,0,0
FOS,9026,6796,7741
FOSB,318,156,215
FOSL1,21,8,11
FOSL2,44,53,30
FOXA1,31,19,7
FOXA2,66,70,107
FOXA3,75,52,46
FOXB1,0,0,0
FOXB2,0,0,0
FOXC1,563,211,326
FOXC2,9,25,4
FOXD1,0,32,4
FOXD2,8,0,8
FOXD3,0,0,0
FOXD4,0,0,0
FOXD4L1,0,0,0
FOXD4L4,0,0,0
FOXE1,0,0,0
FOXE3,0,0,0
FOXF1,17,22,17
FOXF2,10,21,1
FOXG1,0,3,0
FOXH1,7,11,2
FOXI1,0,0,1
FOXI2,0,0,0
FOXI3,0,0,0
FOXJ1,4,16,4
FOXJ2,3,4,5
FOXJ3,0,0,0
FOXK1,4,5,6
FOXK2,3,3,2
FOXL1,38,33,17
FOXL2,0,0,0
FOXL2NB,0,0,0
FOXM1,0,0,0
FOXN1,0,0,0
FOXN2,0,0,0
FOXN3,2,3,1
FOXN4,0,0,0
FOXO1,3,5,3
FOXO3,2,1,2
FOXO4,26,21,33
FOXO6,1,1,2
FOXP1,0,1,0
FOXP2,0,0,0
FOXP3,0,2,0
FOXP4,1,1,0
FOXQ1,2225,653,986
FOXR1,0,0,0
FOXR2,0,0,0
FOXRED1,3,4,3
FOXRED2,1,1,1
FOXS1,70,118,11
FPGS,20,16,10
FPGT,7,4,6
FPGT-TNNI3K,0,0,0
FPR1,45,93,19
FPR2,0,7,1
FPR3,18,43,4
FRA10AC1,2,3,3
FRAS1,0,0,2
FRAT1,6,55,14
FRAT2,44,85,60
FREM1,0,0,0
FREM2,0,1,1
FREM3,0,0,0
FRG1,4,10,5
FRG2B,0,0,0
FRG2C,0,0,0
FRK,1,1,0
FRMD1,0,0,0
FRMD3,0,0,0
FRMD4A,0,1,0
FRMD4B,1,0,0
FRMD5,0,0,0
FRMD6,0,0,0
FRMD7,0,0,0
FRMD8,4,4,3
FRMPD1,0,0,0
FRMPD2,0,0,0
FRMPD3,0,0,0
FRMPD4,0,0,0
FRRS1,0,0,0
FRRS1L,0,8,1
FRS2,0,0,0
FRS3,0,5,1
FRY,0,0,1
FRYL,0,0,0
FRZB,9,26,7
FSBP,3,0,0
FSCB,0,0,0
FSCN1,44,92,8
FSCN2,0,0,0
FSCN3,0,0,2
FSD1,0,0,0
FSD1L,0,0,0
FSD2,0,0,0
FSHB,0,0,0
FSHR,0,0,0
FSIP1,0,0,0
FSIP2,0,0,0
FST,3,32,2
FSTL1,29,73,12
FSTL3,131,238,85
FSTL4,0,0,0
FSTL5,0,0,0
FTCD,0,0,0
FTCDNL1,0,0,0
FTH1,2202,2408,955
FTHL17,0,0,0
FTL,51220,65639,14797
FTMT,0,0,0
FTO,0,0,0
FTSJ1,8,9,5
FTSJ3,46,25,50
FUBP1,3,3,2
FUBP3,3,3,2
FUCA1,13,13,6
FUCA2,60,70,48
FUNDC1,15,7,13
FUNDC2,2,1,3
FUOM,5,10,1
FURIN,17,12,21
FUS,44,61,46
FUT1,6,15,15
FUT10,0,0,0
FUT11,14,43,26
FUT2,61,40,19
FUT3,3,1,1
FUT4,123,138,93
FUT6,1,0,0
FUT7,9,0,0
